Claim ID,Item Type,Item ID,Item Label,Item URL,Item Status,Item Note
PKR-CLM-003,Price observation,ABMX-PR-0608,Motobécane — BX 14 complete bicycle — commercialisé dans les 565 F,https://previouspage.co.uk/magazines/Bicross/issues/231-october-nineteen-eighty-two,RETAIN — source-specific observation,"Source-specific period amount in French francs. No inflation adjustment, currency conversion, or averaging is applied."
PKR-CLM-003,Price observation,ABMX-PR-0609,Motobécane — BX 20 complete bicycle — investissant 675 F dans le BX 20,https://previouspage.co.uk/magazines/Bicross/issues/231-october-nineteen-eighty-two,RETAIN — source-specific observation,"Source-specific period amount in French francs. No inflation adjustment, currency conversion, or averaging is applied."
PKR-CLM-003,Price observation,ABMX-PR-0610,"Motobécane — MX 102 complete BMX — il pèse 13,6 kg et vaut 995 F",https://previouspage.co.uk/magazines/Bicross/issues/231-october-nineteen-eighty-two,RETAIN — source-specific observation,"Source-specific period amount in French francs. No inflation adjustment, currency conversion, or averaging is applied."
PKR-CLM-003,Price observation,ABMX-PR-0611,Motobécane — MX 152 complete BMX — le MX 152 vaut 1 460 F,https://previouspage.co.uk/magazines/Bicross/issues/231-october-nineteen-eighty-two,RETAIN — source-specific observation,"Source-specific period amount in French francs. No inflation adjustment, currency conversion, or averaging is applied."
PKR-CLM-003,Price observation,ABMX-PR-0612,Motobécane — MX 252 complete BMX — proposé contre 3 160 F,https://previouspage.co.uk/magazines/Bicross/issues/231-october-nineteen-eighty-two,RETAIN — source-specific observation,"Source-specific period amount in French francs. No inflation adjustment, currency conversion, or averaging is applied."
PKR-CLM-003,Price observation,ABMX-PR-0613,Cyclo-Car — Universal two-bike carrier — Cyclo-Car — 500 F,https://previouspage.co.uk/magazines/Bicross/issues/231-october-nineteen-eighty-two,RETAIN — source-specific observation,"Source-specific period amount in French francs. No inflation adjustment, currency conversion, or averaging is applied."
PKR-CLM-003,Price observation,ABMX-PR-0614,Cyclo-Car — Carrier shipping charge — 72 F de frais d’envoi,https://previouspage.co.uk/magazines/Bicross/issues/231-october-nineteen-eighty-two,RETAIN — source-specific observation,"Source-specific period amount in French francs. No inflation adjustment, currency conversion, or averaging is applied."
PKR-CLM-003,Price observation,ABMX-PR-0615,Cyclo-Car — Carrier delivered total — 572 F tout compris,https://previouspage.co.uk/magazines/Bicross/issues/231-october-nineteen-eighty-two,RETAIN — source-specific observation,"Source-specific period amount in French francs. No inflation adjustment, currency conversion, or averaging is applied."
PKR-CLM-003,Price observation,ABMX-PR-0616,Cyclo-Car — Cash-on-delivery surcharge — ajouter 31 F pour paiement contre remboursement,https://previouspage.co.uk/magazines/Bicross/issues/231-october-nineteen-eighty-two,RETAIN — source-specific observation,"Source-specific period amount in French francs. No inflation adjustment, currency conversion, or averaging is applied."
PKR-CLM-003,Price observation,ABMX-PR-0617,Cinelli — Lightweight custom BMX — plus de 4 000 F,https://previouspage.co.uk/magazines/Bicross/issues/231-october-nineteen-eighty-two,RETAIN — source-specific observation,"Source-specific period amount in French francs. No inflation adjustment, currency conversion, or averaging is applied."
PKR-CLM-003,Price observation,ABMX-PR-0618,GT; Greg Hill — Dayton professional winner prize — plus de 20 000 F,https://previouspage.co.uk/magazines/Bicross/issues/231-october-nineteen-eighty-two,RETAIN — source-specific observation,"Source-specific period amount in French francs. No inflation adjustment, currency conversion, or averaging is applied."
PKR-CLM-003,Price observation,ABMX-PR-0619,Jacques Laffite — VLX 20 complete BMX — vendu 695 F,https://previouspage.co.uk/magazines/Bicross/issues/231-october-nineteen-eighty-two,RETAIN — source-specific observation,"Source-specific period amount in French francs. No inflation adjustment, currency conversion, or averaging is applied."
PKR-CLM-003,Price observation,ABMX-PR-0620,Jacques Laffite — VLX 20 three-piece foam pad set — ajouter 42 F,https://previouspage.co.uk/magazines/Bicross/issues/231-october-nineteen-eighty-two,RETAIN — source-specific observation,"Source-specific period amount in French francs. No inflation adjustment, currency conversion, or averaging is applied."
PKR-CLM-003,Price observation,ABMX-PR-0621,Bicross Magazine — Private classified advertisement line — Annonce particulier : 10 F T.T.C. la ligne,https://previouspage.co.uk/magazines/Bicross/issues/231-october-nineteen-eighty-two,RETAIN — source-specific observation,"Source-specific period amount in French francs. No inflation adjustment, currency conversion, or averaging is applied."
PKR-CLM-003,Price observation,ABMX-PR-0622,Bicross Magazine — Professional classified advertisement line — Annonce professionnel : 30 F T.T.C. la ligne,https://previouspage.co.uk/magazines/Bicross/issues/231-october-nineteen-eighty-two,RETAIN — source-specific observation,"Source-specific period amount in French francs. No inflation adjustment, currency conversion, or averaging is applied."
PKR-CLM-003,Price observation,ABMX-PR-0623,Bicross Magazine — Domestic annual subscription — 12 issues — Abonnement 1 an ou 12 numéros : 80 F,https://previouspage.co.uk/magazines/Bicross/issues/232-november-nineteen-eighty-two,RETAIN — source-specific observation,"Source-specific period amount in French francs. No inflation adjustment, currency conversion, or averaging is applied."
PKR-CLM-003,Price observation,ABMX-PR-0624,Bicross Magazine — Foreign annual subscription — 12 issues — étranger : 140 F,https://previouspage.co.uk/magazines/Bicross/issues/232-november-nineteen-eighty-two,RETAIN — source-specific observation,"Source-specific period amount in French francs. No inflation adjustment, currency conversion, or averaging is applied."
PKR-CLM-003,Price observation,ABMX-PR-0625,"BMX Action — Annual subscription — 22.50 dollars, approximated in the source as 160 F",https://previouspage.co.uk/magazines/Bicross/issues/232-november-nineteen-eighty-two,RETAIN — source-specific observation,"Source-specific period amount in French francs. No inflation adjustment, currency conversion, or averaging is applied."
PKR-CLM-003,Price observation,ABMX-PR-0626,ALVA International — Classic BMX frame and fork set — cadre et fourche classique BMX 20 à 240 F T.T.C.,https://previouspage.co.uk/magazines/Bicross/issues/232-november-nineteen-eighty-two,RETAIN — source-specific observation,"Source-specific period amount in French francs. No inflation adjustment, currency conversion, or averaging is applied."
PKR-CLM-003,Price observation,ABMX-PR-0627,ALVA International — Super Vitus BMX frame and fork set — cadre et fourche Super Vitus BMX 20 à 690 F T.T.C.,https://previouspage.co.uk/magazines/Bicross/issues/232-november-nineteen-eighty-two,RETAIN — source-specific observation,"Source-specific period amount in French francs. No inflation adjustment, currency conversion, or averaging is applied."
PKR-CLM-003,Price observation,ABMX-PR-0628,ALVA International — Metallic-blue paint option — Peinture bleu métal à 40 F T.T.C.,https://previouspage.co.uk/magazines/Bicross/issues/232-november-nineteen-eighty-two,RETAIN — source-specific observation,"Source-specific period amount in French francs. No inflation adjustment, currency conversion, or averaging is applied."
PKR-CLM-003,Price observation,ABMX-PR-0629,ALVA International — Cash-on-delivery charge — 30 F pour frais,https://previouspage.co.uk/magazines/Bicross/issues/232-november-nineteen-eighty-two,RETAIN — source-specific observation,"Source-specific period amount in French francs. No inflation adjustment, currency conversion, or averaging is applied."
PKR-CLM-003,Price observation,ABMX-PR-0630,Prom’Obi; AFB — Gruissan BMX training stage — Le prix du stage est de 300 F,https://previouspage.co.uk/magazines/Bicross/issues/232-november-nineteen-eighty-two,RETAIN — source-specific observation,"Source-specific period amount in French francs. No inflation adjustment, currency conversion, or averaging is applied."
PKR-CLM-003,Price observation,ABMX-PR-0631,Lejeune — RMX 20 complete BMX — Vendu 599 F,https://previouspage.co.uk/magazines/Bicross/issues/232-november-nineteen-eighty-two,RETAIN — source-specific observation,"Source-specific period amount in French francs. No inflation adjustment, currency conversion, or averaging is applied."
PKR-CLM-003,Price observation,ABMX-PR-0632,Fréjus — Super X Action complete BMX — l’engin ne vaut que 1 000 F,https://previouspage.co.uk/magazines/Bicross/issues/232-november-nineteen-eighty-two,RETAIN — source-specific observation,"Source-specific period amount in French francs. No inflation adjustment, currency conversion, or averaging is applied."
PKR-CLM-003,Price observation,ABMX-PR-0633,Kuwahara — Super Pro estimated French retail value — vaudrait en France dans les 5 000 F,https://previouspage.co.uk/magazines/Bicross/issues/232-november-nineteen-eighty-two,RETAIN — source-specific observation,"Source-specific period amount in French francs. No inflation adjustment, currency conversion, or averaging is applied."
PKR-CLM-003,Price observation,ABMX-PR-0634,Malvern Star — Supermax competition BMX approximate French equivalent — près de trois mille francs en dollars australiens,https://previouspage.co.uk/magazines/Bicross/issues/232-november-nineteen-eighty-two,RETAIN — source-specific observation,"Source-specific period amount in French francs. No inflation adjustment, currency conversion, or averaging is applied."
PKR-CLM-003,Price observation,ABMX-PR-0635,Bicross Magazine — Private classified advertisement line — Annonce particulier : 10 F T.T.C. la ligne,https://previouspage.co.uk/magazines/Bicross/issues/232-november-nineteen-eighty-two,RETAIN — source-specific observation,"Source-specific period amount in French francs. No inflation adjustment, currency conversion, or averaging is applied."
PKR-CLM-003,Price observation,ABMX-PR-0636,Bicross Magazine — Professional classified advertisement line — Annonce professionnel : 30 F T.T.C. la ligne,https://previouspage.co.uk/magazines/Bicross/issues/232-november-nineteen-eighty-two,RETAIN — source-specific observation,"Source-specific period amount in French francs. No inflation adjustment, currency conversion, or averaging is applied."
PKR-CLM-003,Price observation,ABMX-PR-0637,Laffite — VLX 16 complete bicycle — VLX 16 — 675 F TTC,https://previouspage.co.uk/magazines/Bicross/issues/233-december-nineteen-eighty-two,RETAIN — source-specific observation,"Source-specific period amount. No inflation adjustment, currency conversion, or averaging is applied."
PKR-CLM-003,Price observation,ABMX-PR-0638,Laffite — VLX 20 complete bicycle — VLX 20 — 695 F TTC,https://previouspage.co.uk/magazines/Bicross/issues/233-december-nineteen-eighty-two,RETAIN — source-specific observation,"Source-specific period amount. No inflation adjustment, currency conversion, or averaging is applied."
PKR-CLM-003,Price observation,ABMX-PR-0639,Laffite — Home-delivery transport promotional value — transport value 60 F,https://previouspage.co.uk/magazines/Bicross/issues/233-december-nineteen-eighty-two,RETAIN — source-specific observation,"Source-specific period amount. No inflation adjustment, currency conversion, or averaging is applied."
PKR-CLM-003,Price observation,ABMX-PR-0640,Laffite — Handlebar and frame protection-pad promotional value — mousses de protection value 42 F,https://previouspage.co.uk/magazines/Bicross/issues/233-december-nineteen-eighty-two,RETAIN — source-specific observation,"Source-specific period amount. No inflation adjustment, currency conversion, or averaging is applied."
PKR-CLM-003,Price observation,ABMX-PR-0641,Laffite — Handlebar number-plate promotional value — plaque numéro guidon value 36 F,https://previouspage.co.uk/magazines/Bicross/issues/233-december-nineteen-eighty-two,RETAIN — source-specific observation,"Source-specific period amount. No inflation adjustment, currency conversion, or averaging is applied."
PKR-CLM-003,Price observation,ABMX-PR-0642,Bicross Magazine — Injected-plastic mag wheel — 200 F pièce environ,https://previouspage.co.uk/magazines/Bicross/issues/233-december-nineteen-eighty-two,RETAIN — source-specific observation,"Source-specific period amount. No inflation adjustment, currency conversion, or averaging is applied."
PKR-CLM-003,Price observation,ABMX-PR-0643,Araya; L’Ami des Sportifs — Complete front-and-rear wheel pair — paire de roues Araya complètes — 360 F,https://previouspage.co.uk/magazines/Bicross/issues/233-december-nineteen-eighty-two,RETAIN — source-specific observation,"Source-specific period amount. No inflation adjustment, currency conversion, or averaging is applied."
PKR-CLM-003,Price observation,ABMX-PR-0644,Moto Marconi — Bicross T-shirt — montant de 50 F,https://previouspage.co.uk/magazines/Bicross/issues/233-december-nineteen-eighty-two,RETAIN — source-specific observation,"Source-specific period amount. No inflation adjustment, currency conversion, or averaging is applied."
PKR-CLM-003,Price observation,ABMX-PR-0645,MX France — Toulouse-built BMX — engin de 995 F,https://previouspage.co.uk/magazines/Bicross/issues/233-december-nineteen-eighty-two,RETAIN — source-specific observation,"Source-specific period amount. No inflation adjustment, currency conversion, or averaging is applied."
PKR-CLM-003,Price observation,ABMX-PR-0646,AFB — 1983 competition license — licences 1983 — 100 F,https://previouspage.co.uk/magazines/Bicross/issues/233-december-nineteen-eighty-two,RETAIN — source-specific observation,"Source-specific period amount. No inflation adjustment, currency conversion, or averaging is applied."
PKR-CLM-003,Price observation,ABMX-PR-0647,Maison du Plateau — Annual membership — younger age band — adhésion et cotisation annuelle — 36 F,https://previouspage.co.uk/magazines/Bicross/issues/233-december-nineteen-eighty-two,RETAIN — source-specific observation,"Source-specific period amount. No inflation adjustment, currency conversion, or averaging is applied."
PKR-CLM-003,Price observation,ABMX-PR-0648,Maison du Plateau — Annual membership — older age band — adhésion et cotisation annuelle — 38 F,https://previouspage.co.uk/magazines/Bicross/issues/233-december-nineteen-eighty-two,RETAIN — source-specific observation,"Source-specific period amount. No inflation adjustment, currency conversion, or averaging is applied."
PKR-CLM-003,Price observation,ABMX-PR-0649,Maison du Plateau — Shared-bicycle maintenance participation — 75 F pour participer à l’entretien des engins,https://previouspage.co.uk/magazines/Bicross/issues/233-december-nineteen-eighty-two,RETAIN — source-specific observation,"Source-specific period amount. No inflation adjustment, currency conversion, or averaging is applied."
PKR-CLM-003,Price observation,ABMX-PR-0650,Maison du Plateau — Racing participation including dues and license — 100 F englobe cotisation et licence,https://previouspage.co.uk/magazines/Bicross/issues/233-december-nineteen-eighty-two,RETAIN — source-specific observation,"Source-specific period amount. No inflation adjustment, currency conversion, or averaging is applied."
PKR-CLM-003,Price observation,ABMX-PR-0651,Mongoose Grand Prix of the United States — Novice or expert race entry — 25 dollars,https://previouspage.co.uk/magazines/Bicross/issues/233-december-nineteen-eighty-two,RETAIN — source-specific observation,"Source-specific period amount. No inflation adjustment, currency conversion, or averaging is applied."
PKR-CLM-003,Price observation,ABMX-PR-0652,Mongoose Grand Prix of the United States — Professional race entry — 50 dollars,https://previouspage.co.uk/magazines/Bicross/issues/233-december-nineteen-eighty-two,RETAIN — source-specific observation,"Source-specific period amount. No inflation adjustment, currency conversion, or averaging is applied."
PKR-CLM-003,Price observation,ABMX-PR-0653,Mongoose Grand Prix of the United States — Novice or expert entry — source-stated French equivalent — quelque 180 F,https://previouspage.co.uk/magazines/Bicross/issues/233-december-nineteen-eighty-two,RETAIN — source-specific observation,"Source-specific period amount. No inflation adjustment, currency conversion, or averaging is applied."
PKR-CLM-003,Price observation,ABMX-PR-0654,Mongoose Grand Prix of the United States — Professional entry — source-stated French equivalent — quelque 360 F,https://previouspage.co.uk/magazines/Bicross/issues/233-december-nineteen-eighty-two,RETAIN — source-specific observation,"Source-specific period amount. No inflation adjustment, currency conversion, or averaging is applied."
PKR-CLM-003,Price observation,ABMX-PR-0655,Mongoose Grand Prix of the United States — Professional purse — plus de 60 000 F,https://previouspage.co.uk/magazines/Bicross/issues/233-december-nineteen-eighty-two,RETAIN — source-specific observation,"Source-specific period amount. No inflation adjustment, currency conversion, or averaging is applied."
PKR-CLM-003,Price observation,ABMX-PR-0656,Mike Miranda; CW Racing — Estimated winner total including sponsor incentives — quelque 50 000 F,https://previouspage.co.uk/magazines/Bicross/issues/233-december-nineteen-eighty-two,RETAIN — source-specific observation,"Source-specific period amount. No inflation adjustment, currency conversion, or averaging is applied."
PKR-CLM-003,Price observation,ABMX-PR-0657,Mongoose Grand Prix of the United States — Professional cruiser winner prize — 7 000 F,https://previouspage.co.uk/magazines/Bicross/issues/233-december-nineteen-eighty-two,RETAIN — source-specific observation,"Source-specific period amount. No inflation adjustment, currency conversion, or averaging is applied."
PKR-CLM-003,Price observation,ABMX-PR-0658,DH Distribution; Gilles Burgat — Series L bicycle-trial model — 2 550 F,https://previouspage.co.uk/magazines/Bicross/issues/233-december-nineteen-eighty-two,RETAIN — source-specific observation,"Source-specific period amount. No inflation adjustment, currency conversion, or averaging is applied."
PKR-CLM-003,Price observation,ABMX-PR-0659,DH Distribution — Super Vitus BMX — 2 200 F,https://previouspage.co.uk/magazines/Bicross/issues/233-december-nineteen-eighty-two,RETAIN — source-specific observation,"Source-specific period amount. No inflation adjustment, currency conversion, or averaging is applied."
PKR-CLM-003,Price observation,ABMX-PR-0660,DH Distribution — Action Super steel BMX — 1 500 F,https://previouspage.co.uk/magazines/Bicross/issues/233-december-nineteen-eighty-two,RETAIN — source-specific observation,"Source-specific period amount. No inflation adjustment, currency conversion, or averaging is applied."
PKR-CLM-003,Price observation,ABMX-PR-0661,Yamaha — BYZ BMX range starting price — 5 modèles à partir de 1 037 F,https://previouspage.co.uk/magazines/Bicross/issues/233-december-nineteen-eighty-two,RETAIN — source-specific observation,"Source-specific period amount. No inflation adjustment, currency conversion, or averaging is applied."
PKR-CLM-003,Price observation,ABMX-PR-0662,R. Julot — Two-finger colored brake lever — 15 F,https://previouspage.co.uk/magazines/Bicross/issues/233-december-nineteen-eighty-two,RETAIN — source-specific observation,"Source-specific period amount. No inflation adjustment, currency conversion, or averaging is applied."
PKR-CLM-003,Price observation,ABMX-PR-0663,R. Julot; Tange — Colored headset — 74 F,https://previouspage.co.uk/magazines/Bicross/issues/233-december-nineteen-eighty-two,RETAIN — source-specific observation,"Source-specific period amount. No inflation adjustment, currency conversion, or averaging is applied."
PKR-CLM-003,Price observation,ABMX-PR-0664,R. Julot; Sakae — BMX pedals — 75 F,https://previouspage.co.uk/magazines/Bicross/issues/233-december-nineteen-eighty-two,RETAIN — source-specific observation,"Source-specific period amount. No inflation adjustment, currency conversion, or averaging is applied."
PKR-CLM-003,Price observation,ABMX-PR-0665,R. Julot; KKT — BMX pedals — 120 F,https://previouspage.co.uk/magazines/Bicross/issues/233-december-nineteen-eighty-two,RETAIN — source-specific observation,"Source-specific period amount. No inflation adjustment, currency conversion, or averaging is applied."
PKR-CLM-003,Price observation,ABMX-PR-0666,R. Julot — Colored alloy handlebar — 115 F,https://previouspage.co.uk/magazines/Bicross/issues/233-december-nineteen-eighty-two,RETAIN — source-specific observation,"Source-specific period amount. No inflation adjustment, currency conversion, or averaging is applied."
PKR-CLM-003,Price observation,ABMX-PR-0667,R. Julot — BMX gloves — 92 F,https://previouspage.co.uk/magazines/Bicross/issues/233-december-nineteen-eighty-two,RETAIN — source-specific observation,"Source-specific period amount. No inflation adjustment, currency conversion, or averaging is applied."
PKR-CLM-003,Price observation,ABMX-PR-0668,R. Julot; Protect — Eliminator helmet — 380 F,https://previouspage.co.uk/magazines/Bicross/issues/233-december-nineteen-eighty-two,RETAIN — source-specific observation,"Source-specific period amount. No inflation adjustment, currency conversion, or averaging is applied."
PKR-CLM-003,Price observation,ABMX-PR-0669,R. Julot — Cross jersey — 50 F,https://previouspage.co.uk/magazines/Bicross/issues/233-december-nineteen-eighty-two,RETAIN — source-specific observation,"Source-specific period amount. No inflation adjustment, currency conversion, or averaging is applied."
PKR-CLM-003,Price observation,ABMX-PR-0670,R. Julot; Motobécane — Motobécane BMX range starting price — à partir de 565 F,https://previouspage.co.uk/magazines/Bicross/issues/233-december-nineteen-eighty-two,RETAIN — source-specific observation,"Source-specific period amount. No inflation adjustment, currency conversion, or averaging is applied."
PKR-CLM-003,Price observation,ABMX-PR-0671,Lamouret — Straight or curved alloy seatpost — 50 F,https://previouspage.co.uk/magazines/Bicross/issues/233-december-nineteen-eighty-two,RETAIN — source-specific observation,"Source-specific period amount. No inflation adjustment, currency conversion, or averaging is applied."
PKR-CLM-003,Price observation,ABMX-PR-0672,Red Line — MX III complete BMX — 4 500 F,https://previouspage.co.uk/magazines/Bicross/issues/233-december-nineteen-eighty-two,RETAIN — source-specific observation,"Source-specific period amount. No inflation adjustment, currency conversion, or averaging is applied."
PKR-CLM-003,Price observation,ABMX-PR-0673,Motobécane — BX 20 diffusion model — 675 F,https://previouspage.co.uk/magazines/Bicross/issues/233-december-nineteen-eighty-two,RETAIN — source-specific observation,"Source-specific period amount. No inflation adjustment, currency conversion, or averaging is applied."
PKR-CLM-003,Price observation,ABMX-PR-0674,Motobécane — MX 120 competition model — 995 F TTC,https://previouspage.co.uk/magazines/Bicross/issues/233-december-nineteen-eighty-two,RETAIN — source-specific observation,"Source-specific period amount. No inflation adjustment, currency conversion, or averaging is applied."
PKR-CLM-003,Price observation,ABMX-PR-0675,Motobécane — MX 152 competition model — 1 460 F TTC,https://previouspage.co.uk/magazines/Bicross/issues/233-december-nineteen-eighty-two,RETAIN — source-specific observation,"Source-specific period amount. No inflation adjustment, currency conversion, or averaging is applied."
PKR-CLM-003,Price observation,ABMX-PR-0676,Bicross Magazine — Private classified advertisement line — 10 F T.T.C. la ligne,https://previouspage.co.uk/magazines/Bicross/issues/233-december-nineteen-eighty-two,RETAIN — source-specific observation,"Source-specific period amount. No inflation adjustment, currency conversion, or averaging is applied."
PKR-CLM-003,Price observation,ABMX-PR-0677,Bicross Magazine — Professional classified advertisement line — 30 F T.T.C. la ligne,https://previouspage.co.uk/magazines/Bicross/issues/233-december-nineteen-eighty-two,RETAIN — source-specific observation,"Source-specific period amount. No inflation adjustment, currency conversion, or averaging is applied."
PKR-CLM-003,Price observation,ABMX-PR-0678,Bicross Magazine — Domestic annual subscription — 12 issues — France : 1 an 80 F TTC,https://previouspage.co.uk/magazines/Bicross/issues/233-december-nineteen-eighty-two,RETAIN — source-specific observation,"Source-specific period amount. No inflation adjustment, currency conversion, or averaging is applied."
PKR-CLM-003,Price observation,ABMX-PR-0679,Bicross Magazine — Foreign annual subscription — 12 issues — Étranger : 1 an 140 F,https://previouspage.co.uk/magazines/Bicross/issues/233-december-nineteen-eighty-two,RETAIN — source-specific observation,"Source-specific period amount. No inflation adjustment, currency conversion, or averaging is applied."
PKR-CLM-004,Registered source,SRC-001,archive.harobikes.com,https://article134-tech.github.io/lititzbmx-public-knowledge-register/sources/SRC-001/,MEDIUM,Existing public knowledge register
PKR-CLM-004,Registered source,SRC-002,archive.harobikes.com,https://article134-tech.github.io/lititzbmx-public-knowledge-register/sources/SRC-002/,HIGH,Enthusiast catalog reconstruction; Independent period publication; Indexed enthusiast model registry; Official manufacturer archive
PKR-CLM-004,Registered source,SRC-003,bmxmuseum.com,https://article134-tech.github.io/lititzbmx-public-knowledge-register/sources/SRC-003/,MEDIUM,Existing public knowledge register
PKR-CLM-004,Registered source,SRC-004,bmxmuseum.com,https://article134-tech.github.io/lititzbmx-public-knowledge-register/sources/SRC-004/,MEDIUM,Existing public knowledge register
PKR-CLM-004,Registered source,SRC-005,bmxmuseum.com,https://article134-tech.github.io/lititzbmx-public-knowledge-register/sources/SRC-005/,HIGH,EXACT EXTERNAL DIRECT LINK; EXTERNAL TECHNICAL INTERPRETATION; Existing public knowledge register
PKR-CLM-004,Registered source,SRC-006,edwardkoenning.blogspot.com,https://article134-tech.github.io/lititzbmx-public-knowledge-register/sources/SRC-006/,MEDIUM,Existing public knowledge register
PKR-CLM-004,Registered source,SRC-007,in.pinterest.com,https://article134-tech.github.io/lititzbmx-public-knowledge-register/sources/SRC-007/,MEDIUM,Existing public knowledge register; GT/Dyno sequence
PKR-CLM-004,Registered source,SRC-008,jmcbmx.wordpress.com,https://article134-tech.github.io/lititzbmx-public-knowledge-register/sources/SRC-008/,MEDIUM,Existing public knowledge register
PKR-CLM-004,Registered source,SRC-009,jmcbmx.wordpress.com,https://article134-tech.github.io/lititzbmx-public-knowledge-register/sources/SRC-009/,MEDIUM,Existing public knowledge register
PKR-CLM-004,Registered source,SRC-010,jmcbmx.wordpress.com,https://article134-tech.github.io/lititzbmx-public-knowledge-register/sources/SRC-010/,MEDIUM,Existing public knowledge register
PKR-CLM-004,Registered source,SRC-011,jmcbmx.wordpress.com,https://article134-tech.github.io/lititzbmx-public-knowledge-register/sources/SRC-011/,MEDIUM,Existing public knowledge register
PKR-CLM-004,Registered source,SRC-012,jmcbmx.wordpress.com,https://article134-tech.github.io/lititzbmx-public-knowledge-register/sources/SRC-012/,HIGH,Existing public knowledge register
PKR-CLM-004,Registered source,SRC-013,mx.pinterest.com,https://article134-tech.github.io/lititzbmx-public-knowledge-register/sources/SRC-013/,MEDIUM,1992 GT/Dyno Product Catalog; Indexed catalog page
PKR-CLM-004,Registered source,SRC-014,previouspage.co.uk,https://article134-tech.github.io/lititzbmx-public-knowledge-register/sources/SRC-014/,HIGH,GT/Dyno sequence; Period contest entry form; Period retailer advertisement
PKR-CLM-004,Registered source,SRC-015,previouspage.co.uk,https://article134-tech.github.io/lititzbmx-public-knowledge-register/sources/SRC-015/,HIGH,Period product mailer advertisement; Period publication
PKR-CLM-004,Registered source,SRC-016,previouspage.co.uk,https://article134-tech.github.io/lititzbmx-public-knowledge-register/sources/SRC-016/,MEDIUM,Period publication
PKR-CLM-004,Registered source,SRC-017,previouspage.co.uk,https://article134-tech.github.io/lititzbmx-public-knowledge-register/sources/SRC-017/,MEDIUM,Period publication
PKR-CLM-004,Registered source,SRC-018,previouspage.co.uk,https://article134-tech.github.io/lititzbmx-public-knowledge-register/sources/SRC-018/,MEDIUM,Period event promotion; Period magazine coupon
PKR-CLM-004,Registered source,SRC-019,previouspage.co.uk,https://article134-tech.github.io/lititzbmx-public-knowledge-register/sources/SRC-019/,MEDIUM,Period retailer advertisement
PKR-CLM-004,Registered source,SRC-020,previouspage.co.uk,https://article134-tech.github.io/lititzbmx-public-knowledge-register/sources/SRC-020/,MEDIUM,Period magazine advertisement / booking form; Period retailer advertisement
PKR-CLM-004,Registered source,SRC-021,previouspage.co.uk,https://article134-tech.github.io/lititzbmx-public-knowledge-register/sources/SRC-021/,HIGH,Period dealer advertisement; Period retailer advertisement
PKR-CLM-004,Registered source,SRC-022,previouspage.co.uk,https://article134-tech.github.io/lititzbmx-public-knowledge-register/sources/SRC-022/,MEDIUM,Period dealer advertisement
PKR-CLM-004,Registered source,SRC-023,previouspage.co.uk,https://article134-tech.github.io/lititzbmx-public-knowledge-register/sources/SRC-023/,MEDIUM,Period magazine event notice
PKR-CLM-004,Registered source,SRC-024,previouspage.co.uk,https://article134-tech.github.io/lititzbmx-public-knowledge-register/sources/SRC-024/,HIGH,GT/Dyno sequence; Period event advertisement; Period magazine promotional notice; Period retailer advertisement
PKR-CLM-004,Registered source,SRC-025,previouspage.co.uk,https://article134-tech.github.io/lititzbmx-public-knowledge-register/sources/SRC-025/,MEDIUM,Period retailer advertisement
PKR-CLM-004,Registered source,SRC-026,storage.googleapis.com,https://article134-tech.github.io/lititzbmx-public-knowledge-register/sources/SRC-026/,MEDIUM,Existing public knowledge register
PKR-CLM-004,Registered source,SRC-027,thecabe.com,https://article134-tech.github.io/lititzbmx-public-knowledge-register/sources/SRC-027/,HIGH,EXACT EXTERNAL DIRECT LINK; EXTERNAL TECHNICAL INTERPRETATION; Existing public knowledge register
PKR-CLM-004,Registered source,SRC-028,torkerracing.com,https://article134-tech.github.io/lititzbmx-public-knowledge-register/sources/SRC-028/,MEDIUM,Current official historical archive
PKR-CLM-004,Registered source,SRC-029,torkerracing.com,https://article134-tech.github.io/lititzbmx-public-knowledge-register/sources/SRC-029/,HIGH,Current official historical archive; Existing public knowledge register
PKR-CLM-004,Registered source,SRC-030,torkerracing.com,https://article134-tech.github.io/lititzbmx-public-knowledge-register/sources/SRC-030/,MEDIUM,Current official historical archive
PKR-CLM-004,Registered source,SRC-031,torkerracing.com,https://article134-tech.github.io/lititzbmx-public-knowledge-register/sources/SRC-031/,MEDIUM,Current official historical archive
PKR-CLM-004,Registered source,SRC-032,www.bloggingadeadhorse.com,https://article134-tech.github.io/lititzbmx-public-knowledge-register/sources/SRC-032/,HIGH,Australian collector/research archive; Collector summary of period distributor list
PKR-CLM-004,Registered source,SRC-033,www.bmx-catalogue.com,https://article134-tech.github.io/lititzbmx-public-knowledge-register/sources/SRC-033/,MEDIUM,Indexed enthusiast model registry
PKR-CLM-004,Registered source,SRC-034,www.bmx-catalogue.com,https://article134-tech.github.io/lititzbmx-public-knowledge-register/sources/SRC-034/,MEDIUM,Enthusiast catalog reconstruction
PKR-CLM-004,Registered source,SRC-035,www.bmx-catalogue.com,https://article134-tech.github.io/lititzbmx-public-knowledge-register/sources/SRC-035/,MEDIUM,Enthusiast catalog reconstruction
PKR-CLM-004,Registered source,SRC-036,www.bmx-catalogue.com,https://article134-tech.github.io/lititzbmx-public-knowledge-register/sources/SRC-036/,MEDIUM,Enthusiast catalog reconstruction
